timestamp,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1786312054.513000,1768.92,-21562.55,-12079.87,-13367.06,-13171.52,-10757.54,-4867.14,-6772.58
1786312054.513000,1770.53,-21562.01,-12068.33,-13366.25,-13169.38,-10758.88,-4867.14,-6769.63
1786312054.513000,1769.99,-21565.50,-12072.09,-13365.72,-13166.96,-10759.41,-4865.26,-6769.63
1786312054.513000,1769.99,-21565.50,-12081.47,-13364.64,-13167.50,-10758.61,-4863.92,-6770.97
1786312054.513000,1769.19,-21566.30,-12093.28,-13367.06,-13169.11,-10763.71,-4869.82,-6771.51
1786312054.513000,1772.67,-21565.50,-12084.69,-13367.86,-13168.04,-10763.97,-4871.16,-6768.82
1786312054.527000,1771.33,-21562.01,-12077.72,-13365.18,-13170.18,-10762.90,-4869.82,-6770.43
1786312054.527000,1768.65,-21562.28,-12077.99,-13365.18,-13170.45,-10761.29,-4866.60,-6772.31
1786312054.527000,1765.97,-21562.01,-12084.43,-13365.72,-13168.57,-10765.85,-4867.14,-6773.38
1786312054.527000,1767.58,-21562.55,-12080.67,-13366.79,-13168.31,-10768.00,-4869.28,-6773.92
1786312054.527000,1769.99,-21564.69,-12077.45,-13367.33,-13169.38,-10763.97,-4868.75,-6774.72
1786312054.557000,1770.53,-21562.28,-12069.14,-13368.40,-13168.57,-10759.95,-4865.80,-6774.99
1786312054.557000,1770.26,-21560.40,-12069.14,-13364.91,-13169.92,-10761.83,-4868.75,-6775.53
1786312054.557000,1768.65,-21561.47,-12075.31,-13365.18,-13172.06,-10764.24,-4868.75,-6776.87
1786312054.557000,1768.38,-21562.55,-12074.50,-13366.79,-13171.52,-10762.90,-4869.82,-6776.60
1786312054.557000,1767.31,-21563.35,-12069.67,-13367.33,-13171.26,-10762.90,-4870.89,-6776.07
1786312054.573000,1768.11,-21566.03,-12072.62,-13365.72,-13169.92,-10762.90,-4870.09,-6773.92
1786312054.573000,1769.99,-21563.89,-12088.45,-13364.91,-13168.04,-10763.17,-4867.40,-6773.92
1786312054.573000,1769.19,-21560.67,-12092.47,-13365.72,-13168.04,-10765.05,-4867.14,-6773.92
1786312054.573000,1769.72,-21557.45,-12081.21,-13367.06,-13166.70,-10762.90,-4863.92,-6772.58
1786312054.573000,1772.40,-21559.06,-12065.92,-13367.59,-13164.01,-10760.49,-4859.89,-6770.16
1786312054.586000,1770.79,-21560.67,-12065.65,-13366.52,-13164.28,-10761.83,-4860.70,-6772.31
1786312054.586000,1768.11,-21559.87,-12075.84,-13365.98,-13164.55,-10761.02,-4860.97,-6773.38
1786312054.586000,1764.63,-21561.74,-12082.55,-13366.79,-13168.57,-10765.31,-4864.72,-6775.80
1786312054.586000,1765.16,-21564.69,-12080.40,-13367.06,-13173.40,-10766.92,-4870.89,-6777.14
1786312054.586000,1766.77,-21565.77,-12075.04,-13367.86,-13174.74,-10770.14,-4874.92,-6776.60
1786312054.645000,1768.11,-21561.21,-12068.06,-13368.40,-13171.52,-10769.34,-4869.82,-6776.07
1786312054.645000,1767.84,-21560.94,-12068.33,-13364.91,-13169.38,-10766.92,-4868.75,-6777.14
1786312054.645000,1768.11,-21561.21,-12085.23,-13363.30,-13168.84,-10766.66,-4868.75,-6774.72
